,C,count,sigma_nor,vocab_index,word,vector,topic,exemplar,word*,pos,x2D,y2D
97,11.717902564845453,40,2.6248177147064684,199,interacting,"[2.4088829  2.2304246  5.8277836  1.9520866  3.386128   0.97470796
 0.5502369  2.0943046  0.5700236  1.0473809 ]",-1,,interacting,32,1.696348786354065,-1.4217417240142822
98,6.5484057068480706,40,1.8918693088553038,200,oct,"[ 3.688667    2.5005336   5.368601    3.4151824   1.6612902   1.1720887
 -1.0638317   0.9913073   0.10647263 -2.4893408 ]",2,,oct,10,-10.245881080627441,4.574267864227295
99,8.299083332525793,40,2.140086187624599,201,international,"[2.623771   2.253582   5.454974   2.5944188  3.224461   1.0055418
 0.09601433 1.6513358  0.59445226 0.47111496]",3,,international,9,0.7606882452964783,-10.28657054901123
100,8.325454612153521,40,2.1438251950936715,202,2009,"[ 4.180344   1.8764808  4.977144   2.2283735  2.0653088  2.1101875
 -1.3946154  2.0973816 -0.564841  -1.5113816]",0,*,2009*,8,-14.184215545654297,0.24631713330745697
101,8.373447066392039,40,2.150629724391835,203,2007,"[ 3.94668    2.001469   5.037084   2.1730082  2.0506809  2.1010766
 -1.3922106  2.195609  -0.5548421 -1.4905939]",0,*,2007*,9,-14.250618934631348,0.18457229435443878
102,7.939438272370896,35,2.146707551824447,236,representations,"[2.4321694  2.5546744  6.14172    1.975934   3.435427   1.2012539
 0.80204344 2.3750887  1.0172483  1.2436438 ]",6,*,representations*,14,1.269657850265503,-1.7021254301071167
103,6.383703122316091,35,1.9138452913343933,238,dec,"[ 3.6559823   2.5227582   5.486834    3.421266    1.8098018   1.146076
 -1.0052402   0.9976761   0.21691822 -2.28208   ]",-1,,dec,33,-10.405388832092285,4.303676605224609
104,8.928545618682719,35,2.294757027033242,242,1111,"[ 3.765611    2.0632734   5.141478    2.5870101   2.1010344   1.8045516
 -1.4155643   1.7088143  -0.22953916 -1.5299253 ]",0,,1111,10,-13.708019256591797,0.6521860957145691
105,9.690993426996625,30,2.493208933471015,267,cid,"[ 3.66082     2.6771615   5.5959196   3.4668164   1.3147893   0.8882794
 -0.81868064  0.6679088   0.0508641  -2.8175871 ]",2,*,cid*,11,-9.696090698242188,4.906036376953125
106,6.145940857517391,30,1.9292792384104893,276,probability,"[2.7517257  2.6591802  6.458024   2.1503706  2.9338257  0.97559637
 0.39566076 2.3195343  0.9941773  0.5415798 ]",-1,,probability,34,1.6730626821517944,-0.35931357741355896
107,6.4441989323502,30,1.9767246801615868,282,row,"[2.5104263  2.2855875  5.7025495  2.497359   3.789804   1.6005583
 0.3998937  2.1810257  0.78549457 0.679931  ]",5,*,row*,6,3.022392749786377,-2.443143844604492
108,6.435095767718503,30,1.9752765930728267,283,scatterplot,"[2.6813276  3.2733464  6.785672   2.5982945  3.0887458  0.8361499
 1.3426526  2.5933828  1.5528691  0.67478263]",-1,,scatterplot,35,3.2777628898620605,1.4271970987319946
109,6.646838071280891,30,2.0089595273422307,287,andromeda,"[ 3.5511      2.649427    5.654744    3.5357785   1.2803863   0.9119466
 -0.84531885  0.6545289   0.13056912 -2.7940521 ]",2,*,andromeda*,12,-9.60970401763916,4.931112766265869
110,6.25821112866333,30,1.9471386462840918,289,symposium,"[2.3013668  2.6279206  6.0625477  1.9822992  3.058123   0.59792644
 0.2915682  1.9640777  1.1106963  0.90176404]",-1,,symposium,36,1.1314281225204468,-0.8623388409614563
111,7.519812535781422,25,2.2245043952971333,308,xx,"[ 3.5374064   2.299148    5.36429     2.9900606   2.0504532   1.3952452
 -1.3236339   1.1964529   0.19232866 -1.6350603 ]",-1,,xx,37,-12.512297630310059,1.5674116611480713
112,7.51750452155971,25,2.224110857797169,309,201x,"[ 4.231629   1.8568025  4.8832536  2.1418056  1.888927   2.2241516
 -1.5408741  2.1509445 -0.6888999 -1.7461387]",0,*,201x*,11,-14.578186988830566,-0.10815001279115677
113,6.844605386143519,25,2.109375410767115,311,manifolds,"[2.7024977 2.5010874 6.0762844 2.71939   3.722681  1.4176953 1.1883168
 2.3069603 1.0742806 0.6919315]",-1,,manifolds,38,3.2989611625671387,-1.327805519104004
114,7.182658770335747,25,2.1670165996376105,349,modify,"[ 2.8898642   2.284541    5.213211    2.5658207   2.9126685   1.197767
 -0.1792957   1.4691226   0.5172907  -0.34423324]",3,,modify,10,0.9494457244873047,-11.037160873413086
115,7.170985627420334,25,2.1650262221796024,350,correct,"[ 2.9355185   2.2367194   5.3214173   2.5822976   2.8984118   1.2113478
 -0.07529197  1.5997937   0.3744849  -0.2212017 ]",3,*,correct*,11,0.8741827011108398,-10.943256378173828
116,7.40228403554765,25,2.2044647128196795,351,misclassiﬁcation,"[2.7401893  3.2927594  6.913327   2.7182848  2.9567077  0.8157774
 1.3822392  2.577281   1.6540402  0.46382442]",4,*,misclassiﬁcation*,12,3.5285000801086426,1.582420825958252
